,PRODUCT,NOART,QTY,ENROUTE,MODE,AV3MT01,AV6MT01,POSPRO,Month,Sale,filename,LABO,Frequency,Product Type,Comments
104,COVERAM 10MG/10MG 30'S,74566,298,900,2,378,350,0,2015-06-01 00:00:00,249,2016-12-29 00:00:00,139661,43,Anti-hypertensive,Available
105,COVERAM 10MG/10MG 30'S,74566,998,160,7,251,231,0,2016-07-01 00:00:00,165,2017-01-30 00:00:00,139661,43,Anti-hypertensive,Available
106,COVERAM 10MG/10MG 30'S,74566,720,160,7,237,236,0,2016-09-01 00:00:00,208,2017-02-27 00:00:00,139661,43,Anti-hypertensive,Available
107,COVERAM 10MG/10MG 30'S,74566,720,160,7,237,236,0,2016-08-01 00:00:00,224,2017-02-27 00:00:00,139661,43,Anti-hypertensive,Available
108,COVERAM 10MG/10MG 30'S,74566,307,1560,7,241,246,0,2016-10-01 00:00:00,274,2017-04-25 00:00:00,139661,43,Anti-hypertensive,Available
109,COVERAM 10MG/10MG 30'S,74566,240,1880,7,218,228,0,2016-11-01 00:00:00,202,2017-05-31 00:00:00,139661,43,Anti-hypertensive,Available
110,COVERAM 10MG/10MG 30'S,74566,34,1880,7,218,235,0,2016-12-01 00:00:00,276,2017-06-27 00:00:00,139661,43,Anti-hypertensive,Available
111,COVERAM 10MG/10MG 30'S,74566,1341,720,7,199,220,0,2017-01-01 00:00:00,234,2017-07-27 00:00:00,139661,43,Anti-hypertensive,Available
112,COVERAM 10MG/10MG 30'S,74566,1237,720,7,174,196,0,2017-02-01 00:00:00,247,2017-08-24 00:00:00,139661,43,Anti-hypertensive,Available
113,COVERAM 10MG/10MG 30'S,74566,1595,240,7,142,180,0,2017-03-01 00:00:00,242,2017-09-25 00:00:00,139661,43,Anti-hypertensive,Available
114,COVERAM 10MG/10MG 30'S,74566,1487,240,7,102,151,0,2017-04-01 00:00:00,165,2017-10-30 00:00:00,139661,43,Anti-hypertensive,Available
115,COVERAM 10MG/10MG 30'S,74566,1500,0,7,112,143,0,2017-05-01 00:00:00,246,2017-11-27 00:00:00,139661,43,Anti-hypertensive,Available
116,COVERAM 10MG/10MG 30'S,74566,1348,0,7,139,135,0,2017-06-01 00:00:00,187,2017-12-27 00:00:00,139661,43,Anti-hypertensive,Available
117,COVERAM 10MG/10MG 30'S,74566,1219,0,7,162,132,0,2017-07-01 00:00:00,90,2018-01-29 00:00:00,139661,43,Anti-hypertensive,Available
118,COVERAM 10MG/10MG 30'S,74566,1055,0,7,167,139,0,2017-08-01 00:00:00,150,2018-02-27 00:00:00,139661,43,Anti-hypertensive,Available
119,COVERAM 10MG/10MG 30'S,74566,955,240,7,162,149,0,2017-09-01 00:00:00,65,2018-03-27 00:00:00,139661,43,Anti-hypertensive,Available
120,COVERAM 10MG/10MG 30'S,74566,790,240,7,144,153,0,2017-10-01 00:00:00,120,2018-04-23 00:00:00,139661,43,Anti-hypertensive,Available
121,COVERAM 10MG/10MG 30'S,74566,668,720,7,149,158,0,2017-11-01 00:00:00,233,2018-05-24 00:00:00,139661,43,Anti-hypertensive,Available
122,COVERAM 10MG/10MG 30'S,74566,802,480,7,131,139,0,2018-06-01 00:00:00,78,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
123,COVERAM 10MG/10MG 30'S,74566,802,480,7,131,139,0,2018-05-01 00:00:00,120,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
124,COVERAM 10MG/10MG 30'S,74566,802,480,7,131,139,0,2018-04-01 00:00:00,150,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
125,COVERAM 10MG/10MG 30'S,74566,802,480,7,131,139,0,2018-03-01 00:00:00,123,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
126,COVERAM 10MG/10MG 30'S,74566,802,480,7,131,139,0,2018-02-01 00:00:00,174,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
127,COVERAM 10MG/10MG 30'S,74566,802,480,7,131,139,0,2018-01-01 00:00:00,135,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
128,COVERAM 10MG/10MG 30'S,74566,802,480,7,131,139,0,2017-12-01 00:00:00,132,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
129,COVERAM 5MG/5MG 30'S,74563,576,4100,2,400,421,0,2016-02-01 00:00:00,311,2016-02-24 00:00:00,139661,43,Anti-hypertensive,Available
130,COVERAM 5MG/5MG 30'S,74563,576,4100,2,400,421,0,2016-01-01 00:00:00,281,2016-02-24 00:00:00,139661,43,Anti-hypertensive,Available
131,COVERAM 5MG/5MG 30'S,74563,177,4100,2,347,396,0,2015-10-01 00:00:00,410,2016-03-29 00:00:00,139661,43,Anti-hypertensive,Available
132,COVERAM 5MG/5MG 30'S,74563,177,4100,2,347,396,0,2015-09-01 00:00:00,404,2016-03-29 00:00:00,139661,43,Anti-hypertensive,Available
133,COVERAM 5MG/5MG 30'S,74563,0,4150,7,424,412,0,2015-11-01 00:00:00,523,2016-05-26 00:00:00,139661,43,Anti-hypertensive,Available
134,COVERAM 5MG/5MG 30'S,74563,3288,450,7,320,333,0,2015-12-01 00:00:00,395,2016-06-27 00:00:00,139661,43,Anti-hypertensive,Available
135,COVERAM 5MG/5MG 30'S,74563,3552,0,7,319,338,0,2016-01-01 00:00:00,281,2016-07-26 00:00:00,139661,43,Anti-hypertensive,Available
136,COVERAM 5MG/5MG 30'S,74563,3217,0,7,226,325,0,2016-02-01 00:00:00,364,2016-08-29 00:00:00,139661,43,Anti-hypertensive,Available
137,COVERAM 5MG/5MG 30'S,74563,3006,0,7,315,318,0,2016-04-01 00:00:00,479,2016-09-27 00:00:00,139661,43,Anti-hypertensive,Available
138,COVERAM 5MG/5MG 30'S,74563,3006,0,7,315,318,0,2016-03-01 00:00:00,428,2016-09-27 00:00:00,139661,43,Anti-hypertensive,Available
139,COVERAM 5MG/5MG 30'S,74563,2487,0,7,253,240,0,2016-05-01 00:00:00,52,2016-11-29 00:00:00,139661,43,Anti-hypertensive,Available
140,COVERAM 5MG/5MG 30'S,74563,2285,0,7,241,278,0,2016-06-01 00:00:00,426,2016-12-28 00:00:00,139661,43,Anti-hypertensive,Available
141,COVERAM 5MG/5MG 30'S,74563,17,1200,2,446,433,0,2015-12-01 00:00:00,385,2016-12-29 00:00:00,139661,43,Anti-hypertensive,Available
142,COVERAM 5MG/5MG 30'S,74563,17,1200,2,446,433,0,2015-11-01 00:00:00,523,2016-12-29 00:00:00,139661,43,Anti-hypertensive,Available
143,COVERAM 5MG/5MG 30'S,74563,17,1200,2,446,433,0,2015-10-01 00:00:00,410,2016-12-29 00:00:00,139661,43,Anti-hypertensive,Available
144,COVERAM 5MG/5MG 30'S,74563,17,1200,2,446,433,0,2015-09-01 00:00:00,404,2016-12-29 00:00:00,139661,43,Anti-hypertensive,Available
145,COVERAM 5MG/5MG 30'S,74563,17,1200,2,446,433,0,2015-08-01 00:00:00,512,2016-12-29 00:00:00,139661,43,Anti-hypertensive,Available
146,COVERAM 5MG/5MG 30'S,74563,17,1200,2,446,433,0,2015-07-01 00:00:00,460,2016-12-29 00:00:00,139661,43,Anti-hypertensive,Available
147,COVERAM 5MG/5MG 30'S,74563,17,1200,2,446,433,0,2015-06-01 00:00:00,291,2016-12-29 00:00:00,139661,43,Anti-hypertensive,Available
148,COVERAM 5MG/5MG 30'S,74563,1927,0,7,243,248,0,2016-07-01 00:00:00,200,2017-01-30 00:00:00,139661,43,Anti-hypertensive,Available
149,COVERAM 5MG/5MG 30'S,74563,1508,0,7,281,267,0,2016-09-01 00:00:00,199,2017-02-27 00:00:00,139661,43,Anti-hypertensive,Available
150,COVERAM 5MG/5MG 30'S,74563,1508,0,7,281,267,0,2016-08-01 00:00:00,320,2017-02-27 00:00:00,139661,43,Anti-hypertensive,Available
151,COVERAM 5MG/5MG 30'S,74563,880,1800,7,399,321,0,2016-10-01 00:00:00,241,2017-04-25 00:00:00,139661,43,Anti-hypertensive,Available
152,COVERAM 5MG/5MG 30'S,74563,590,3000,7,355,318,0,2016-11-01 00:00:00,282,2017-05-31 00:00:00,139661,43,Anti-hypertensive,Available
153,COVERAM 5MG/5MG 30'S,74563,297,3000,7,313,323,0,2016-12-01 00:00:00,207,2017-06-27 00:00:00,139661,43,Anti-hypertensive,Available
154,COVERAM 5MG/5MG 30'S,74563,1842,1440,7,262,331,0,2017-01-01 00:00:00,355,2017-07-27 00:00:00,139661,43,Anti-hypertensive,Available
155,COVERAM 5MG/5MG 30'S,74563,1724,1440,7,273,314,0,2017-02-01 00:00:00,437,2017-08-24 00:00:00,139661,43,Anti-hypertensive,Available
156,COVERAM 5MG/5MG 30'S,74563,2646,240,7,230,272,0,2017-03-01 00:00:00,405,2017-09-25 00:00:00,139661,43,Anti-hypertensive,Available
157,COVERAM 5MG/5MG 30'S,74563,2417,240,7,220,241,0,2017-04-01 00:00:00,223,2017-10-30 00:00:00,139661,43,Anti-hypertensive,Available
158,COVERAM 5MG/5MG 30'S,74563,2319,0,7,219,246,0,2017-05-01 00:00:00,312,2017-11-27 00:00:00,139661,43,Anti-hypertensive,Available
159,COVERAM 5MG/5MG 30'S,74563,2026,0,7,232,220,0,2017-06-01 00:00:00,252,2017-12-27 00:00:00,139661,43,Anti-hypertensive,Available
160,COVERAM 5MG/5MG 30'S,74563,1947,0,7,240,230,0,2017-07-01 00:00:00,256,2018-01-29 00:00:00,139661,43,Anti-hypertensive,Available
161,COVERAM 5MG/5MG 30'S,74563,1706,480,7,249,234,0,2017-08-01 00:00:00,182,2018-02-27 00:00:00,139661,43,Anti-hypertensive,Available
162,COVERAM 5MG/5MG 30'S,74563,1504,480,7,240,238,0,2017-09-01 00:00:00,221,2018-03-27 00:00:00,139661,43,Anti-hypertensive,Available
163,COVERAM 5MG/5MG 30'S,74563,1370,500,7,226,233,0,2017-10-01 00:00:00,255,2018-04-23 00:00:00,139661,43,Anti-hypertensive,Available
164,COVERAM 5MG/5MG 30'S,74563,1619,480,7,175,212,0,2017-11-01 00:00:00,221,2018-05-24 00:00:00,139661,43,Anti-hypertensive,Available
165,COVERAM 5MG/5MG 30'S,74563,1434,480,7,210,219,0,2018-06-01 00:00:00,132,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
166,COVERAM 5MG/5MG 30'S,74563,1434,480,7,210,219,0,2018-05-01 00:00:00,263,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
167,COVERAM 5MG/5MG 30'S,74563,1434,480,7,210,219,0,2018-04-01 00:00:00,129,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
168,COVERAM 5MG/5MG 30'S,74563,1434,480,7,210,219,0,2018-03-01 00:00:00,238,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
169,COVERAM 5MG/5MG 30'S,74563,1434,480,7,210,219,0,2018-02-01 00:00:00,157,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
170,COVERAM 5MG/5MG 30'S,74563,1434,480,7,210,219,0,2018-01-01 00:00:00,282,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
171,COVERAM 5MG/5MG 30'S,74563,1434,480,7,210,219,0,2017-12-01 00:00:00,245,2018-06-25 00:00:00,139661,43,Anti-hypertensive,Available
172,DIAMICRON 60MR 30TABS,42485,3556,26000,2,3058,3648,0,2016-02-01 00:00:00,3132,2016-02-24 00:00:00,139661,43,Anti-diabetic,Available
173,DIAMICRON 60MR 30TABS,42485,3556,26000,2,3058,3648,0,2016-01-01 00:00:00,2147,2016-02-24 00:00:00,139661,43,Anti-diabetic,Available
174,DIAMICRON 60MR 30TABS,42485,272,26000,2,2877,3674,0,2015-10-01 00:00:00,4029,2016-03-29 00:00:00,139661,43,Anti-diabetic,Available
175,DIAMICRON 60MR 30TABS,42485,272,26000,2,2877,3674,0,2015-09-01 00:00:00,5250,2016-03-29 00:00:00,139661,43,Anti-diabetic,Available
176,DIAMICRON 60MR 30TABS,42485,1137,22700,7,2951,3005,0,2015-11-01 00:00:00,4133,2016-05-26 00:00:00,139661,43,Anti-diabetic,Available
177,DIAMICRON 60MR 30TABS,42485,16205,3700,7,3104,2990,0,2015-12-01 00:00:00,2894,2016-06-27 00:00:00,139661,43,Anti-diabetic,Available
178,DIAMICRON 60MR 30TABS,42485,17624,8000,7,3391,3200,0,2016-01-01 00:00:00,2147,2016-07-26 00:00:00,139661,43,Anti-diabetic,Available
179,DIAMICRON 60MR 30TABS,42485,13638,8000,7,4005,3478,0,2016-02-01 00:00:00,3589,2016-08-29 00:00:00,139661,43,Anti-diabetic,Available
180,DIAMICRON 60MR 30TABS,42485,10116,8000,7,3697,3401,0,2016-04-01 00:00:00,1973,2016-09-27 00:00:00,139661,43,Anti-diabetic,Available
181,DIAMICRON 60MR 30TABS,42485,10116,8000,7,3697,3401,0,2016-03-01 00:00:00,3292,2016-09-27 00:00:00,139661,43,Anti-diabetic,Available
182,DIAMICRON 60MR 30TABS,42485,13321,7760,7,2529,3267,0,2016-05-01 00:00:00,4047,2016-11-29 00:00:00,139661,43,Anti-diabetic,Available
183,DIAMICRON 60MR 30TABS,42485,11024,10960,7,2465,3081,0,2016-06-01 00:00:00,4152,2016-12-28 00:00:00,139661,43,Anti-diabetic,Available
184,DIAMICRON 60MR 30TABS,42485,772,8400,2,4471,3772,0,2015-12-01 00:00:00,2837,2016-12-29 00:00:00,139661,43,Anti-diabetic,Available
185,DIAMICRON 60MR 30TABS,42485,772,8400,2,4471,3772,0,2015-11-01 00:00:00,4133,2016-12-29 00:00:00,139661,43,Anti-diabetic,Available
186,DIAMICRON 60MR 30TABS,42485,772,8400,2,4471,3772,0,2015-10-01 00:00:00,4029,2016-12-29 00:00:00,139661,43,Anti-diabetic,Available
187,DIAMICRON 60MR 30TABS,42485,772,8400,2,4471,3772,0,2015-09-01 00:00:00,5250,2016-12-29 00:00:00,139661,43,Anti-diabetic,Available
188,DIAMICRON 60MR 30TABS,42485,772,8400,2,4471,3772,0,2015-08-01 00:00:00,3437,2016-12-29 00:00:00,139661,43,Anti-diabetic,Available
189,DIAMICRON 60MR 30TABS,42485,772,8400,2,4471,3772,0,2015-07-01 00:00:00,2774,2016-12-29 00:00:00,139661,43,Anti-diabetic,Available
190,DIAMICRON 60MR 30TABS,42485,772,8400,2,4471,3772,0,2015-06-01 00:00:00,3009,2016-12-29 00:00:00,139661,43,Anti-diabetic,Available
191,DIAMICRON 60MR 30TABS,42485,7347,10960,7,2262,3403,0,2016-07-01 00:00:00,3816,2017-01-30 00:00:00,139661,43,Anti-diabetic,Available
192,DIAMICRON 60MR 30TABS,42485,8736,6720,7,3004,2767,0,2016-09-01 00:00:00,2957,2017-02-27 00:00:00,139661,43,Anti-diabetic,Available
193,DIAMICRON 60MR 30TABS,42485,8736,6720,7,3004,2767,0,2016-08-01 00:00:00,3124,2017-02-27 00:00:00,139661,43,Anti-diabetic,Available
194,DIAMICRON 60MR 30TABS,42485,6274,15200,7,3489,2876,0,2016-10-01 00:00:00,1507,2017-04-25 00:00:00,139661,43,Anti-diabetic,Available
195,DIAMICRON 60MR 30TABS,42485,7007,22500,7,2993,2998,0,2016-11-01 00:00:00,2931,2017-05-31 00:00:00,139661,43,Anti-diabetic,Available
196,DIAMICRON 60MR 30TABS,42485,2607,22500,7,3042,3041,0,2016-12-01 00:00:00,2349,2017-06-27 00:00:00,139661,43,Anti-diabetic,Available
197,DIAMICRON 60MR 30TABS,42485,11284,15300,7,3080,3284,0,2017-01-01 00:00:00,3732,2017-07-27 00:00:00,139661,43,Anti-diabetic,Available
198,DIAMICRON 60MR 30TABS,42485,8589,15300,7,3328,3160,0,2017-02-01 00:00:00,3038,2017-08-24 00:00:00,139661,43,Anti-diabetic,Available
199,DIAMICRON 60MR 30TABS,42485,15346,10000,7,3576,3309,0,2017-03-01 00:00:00,3696,2017-09-25 00:00:00,139661,43,Anti-diabetic,Available
200,DIAMICRON 60MR 30TABS,42485,13177,10000,7,3273,3177,0,2017-04-01 00:00:00,2244,2017-10-30 00:00:00,139661,43,Anti-diabetic,Available
201,DIAMICRON 60MR 30TABS,42485,15983,5200,7,2894,3111,0,2017-05-01 00:00:00,3187,2017-11-27 00:00:00,139661,43,Anti-diabetic,Available
202,DIAMICRON 60MR 30TABS,42485,17908,0,7,2414,3015,0,2017-06-01 00:00:00,3809,2017-12-27 00:00:00,139661,43,Anti-diabetic,Available
203,DIAMICRON 60MR 30TABS,42485,15341,0,7,2348,2810,0,2017-07-01 00:00:00,2987,2018-01-29 00:00:00,139661,43,Anti-diabetic,Available
204,DIAMICRON 60MR 30TABS,42485,11454,7520,7,2927,2911,0,2017-08-01 00:00:00,3931,2018-02-27 00:00:00,139661,43,Anti-diabetic,Available
205,DIAMICRON 60MR 30TABS,42485,8345,15520,7,2348,2239,0,2017-09-01 00:00:00,2901,2018-03-27 00:00:00,139661,43,Anti-diabetic,Available
206,DIAMICRON 60MR 30TABS,42485,6348,15500,7,3269,2808,0,2017-10-01 00:00:00,1850,2018-04-23 00:00:00,139661,43,Anti-diabetic,Available
207,DIAMICRON 60MR 30TABS,42485,11688,17600,7,2785,2856,0,2017-11-01 00:00:00,2491,2018-05-24 00:00:00,139661,43,Anti-diabetic,Available
